sim_time,event,value,soc
571.400029800,run_started,4,0.999666
601.016698012,waypoint,1,0.881743
601.100031349,tag,1,0.881410
625.283365944,waypoint,2,0.784108
625.416699284,tag,2,0.783432
648.800033837,waypoint,3,0.687640
648.983367180,tag,3,0.687299
675.650035237,waypoint,4,0.577555
675.733368575,tag,4,0.577223
703.550036692,waypoint,5,0.462256
703.700036700,tag,5,0.461569
729.516704713,waypoint,6,0.354881
729.516704713,dock,patrol_done,0.354881
729.566704716,tag,6,0.354881
759.216706262,waypoint,0,0.232250
759.216706262,run_ended,4,0.232250
