sim_time,event,value,soc
6852.183690702,run_started,37,0.999666
6881.650358906,waypoint,1,0.882481
6881.700358908,tag,1,0.882151
6906.233693521,waypoint,2,0.783153
6906.267026856,tag,2,0.783153
6930.917028142,waypoint,3,0.682878
6930.967028144,tag,3,0.682878
6957.667029537,waypoint,4,0.572785
6957.800362877,tag,4,0.572112
6985.967031013,waypoint,5,0.455559
6986.000364348,tag,5,0.455228
6994.200364775,recovery,enter,0.418294
6994.200364775,recovery_enter,ClearGlobalCostmap-Context,0.418294
6994.200364775,recovery_exit,ClearGlobalCostmap-Context,0.418294
6994.233698111,recovery_enter,ClearLocalCostmap-Context,0.418294
6994.233698111,recovery_exit,ClearLocalCostmap-Context,0.418294
6994.267031446,recovery_enter,BackUp,0.418294
6994.283698113,recovery_exit,BackUp,0.418294
6994.283698113,recovery_enter,ClearLocalCostmap-Subtree,0.418294
6994.283698113,recovery_exit,ClearLocalCostmap-Subtree,0.418294
6994.283698113,recovery_enter,ClearGlobalCostmap-Subtree,0.418294
6994.283698113,recovery_exit,ClearGlobalCostmap-Subtree,0.418294
6994.450364788,recovery_enter,ClearGlobalCostmap-Context,0.417468
6994.450364788,recovery_exit,ClearGlobalCostmap-Context,0.417468
6994.450364788,recovery,exit,0.417468
7013.433699112,waypoint,6,0.343087
7013.433699112,dock,patrol_done,0.343087
7013.500365782,tag,6,0.342757
7043.733700692,waypoint,0,0.218450
7043.733700692,run_ended,37,0.218450
