sim_time,event,value,soc
3808.800198644,run_started,21,0.999669
3838.066866837,waypoint,1,0.882991
3838.133533507,tag,1,0.882660
3862.316868102,waypoint,2,0.784943
3862.383534772,tag,2,0.784943
3885.683535987,waypoint,3,0.689593
3885.833535995,tag,3,0.688917
3912.366870712,waypoint,4,0.579788
3912.550204055,tag,4,0.579123
3945.183539090,waypoint,5,0.448268
3945.300205763,tag,5,0.447588
3972.166873831,waypoint,6,0.337430
3972.166873831,dock,patrol_done,0.337430
3972.933540537,tag,6,0.334374
4002.450208744,waypoint,0,0.212964
4002.450208744,run_ended,21,0.212964
