sim_time,event,value,soc
2656.100138526,run_started,15,0.999669
2685.966806750,waypoint,1,0.880970
2686.050140088,tag,1,0.880635
2709.966808002,waypoint,2,0.784006
2710.016808005,tag,2,0.783675
2733.283475885,waypoint,3,0.688514
2733.366809222,tag,3,0.688180
2744.050143113,recovery,enter,0.641318
2744.050143113,recovery_enter,ClearGlobalCostmap-Context,0.641318
2744.050143113,recovery_exit,ClearGlobalCostmap-Context,0.641318
2744.083476448,recovery_enter,ClearLocalCostmap-Context,0.641318
2744.083476448,recovery_exit,ClearLocalCostmap-Context,0.641318
2744.133476451,recovery_enter,BackUp,0.640858
2754.200143642,recovery_exit,BackUp,0.606782
2754.200143642,recovery_enter,ClearLocalCostmap-Subtree,0.606782
2754.200143642,recovery_exit,ClearLocalCostmap-Subtree,0.606782
2754.200143642,recovery_enter,ClearGlobalCostmap-Subtree,0.606782
2754.200143642,recovery_exit,ClearGlobalCostmap-Subtree,0.606782
2754.200143642,recovery,exit,0.606782
2770.166811142,waypoint,4,0.544325
2770.266811147,tag,4,0.543991
2798.016812594,waypoint,5,0.428948
2798.050145929,tag,5,0.428948
2824.916813997,waypoint,6,0.318605
2824.916813997,dock,patrol_done,0.318605
2824.983480667,tag,6,0.318605
2854.783482221,waypoint,0,0.195683
2854.783482221,run_ended,15,0.195683
