sim_time,event,value,soc
3376.800176113,run_started,19,0.999608
3405.866844296,waypoint,1,0.862172
3405.983510969,tag,1,0.861776
3430.166845563,waypoint,2,0.746096
3430.200178898,tag,2,0.745705
3453.750180127,waypoint,3,0.631896
3453.966846805,tag,3,0.631085
3479.783514818,waypoint,4,0.504543
3479.883514823,tag,4,0.504146
3509.850183052,waypoint,5,0.359010
3510.033516395,tag,5,0.358201
3536.516851110,waypoint,6,0.228906
3536.516851110,dock,patrol_done,0.228906
3536.750184455,tag,6,0.228095
3566.533519342,waypoint,0,0.082506
3566.533519342,run_ended,19,0.082506
