sim_time,event,value,soc
2062.500107567,run_started,12,0.999609
2091.333442404,waypoint,1,0.863065
2091.450109077,tag,1,0.862674
2115.366776991,waypoint,2,0.748163
2115.450110329,tag,2,0.747767
2139.050111560,waypoint,3,0.633405
2139.216778235,tag,3,0.632588
2164.900112908,waypoint,4,0.506428
2165.050112916,tag,4,0.506033
2192.633447688,waypoint,5,0.370235
2192.666781023,tag,5,0.370235
2218.766782384,waypoint,6,0.242590
2218.766782384,dock,patrol_done,0.242590
2218.800115719,tag,6,0.242194
2248.616783941,waypoint,0,0.096585
2248.616783941,run_ended,12,0.096585
