sim_time,event,value,soc
6979.300363998,run_started,38,0.999609
7009.400365568,waypoint,1,0.857865
7009.767032254,tag,1,0.856610
7033.717033503,waypoint,2,0.741595
7033.717033503,tag,2,0.741595
7057.433701407,waypoint,3,0.627020
7057.467034742,tag,3,0.627020
7083.167036082,waypoint,4,0.500891
7083.233702752,tag,4,0.500498
7111.017037535,waypoint,5,0.364335
7111.033704202,tag,5,0.364335
7137.183705566,waypoint,6,0.236705
7137.183705566,dock,patrol_done,0.236705
7137.317038906,tag,6,0.235906
7167.300373803,waypoint,0,0.089391
7167.300373803,run_ended,38,0.089391
