sim_time,event,value,soc
8677.000452540,run_started,47,0.999604
8705.917120715,waypoint,1,0.862589
8705.933787383,tag,1,0.862589
8730.250455318,waypoint,2,0.746504
8730.267121985,tag,2,0.746504
8753.633789870,waypoint,3,0.633091
8753.683789873,tag,3,0.633091
8779.600457891,waypoint,4,0.506332
8779.750457899,tag,4,0.505534
8807.767126027,waypoint,5,0.368277
8807.783792695,tag,5,0.368277
8834.283794077,waypoint,6,0.239061
8834.283794077,dock,patrol_done,0.239061
8834.500460755,tag,6,0.237858
8865.117129018,waypoint,0,0.089102
8865.117129018,run_ended,47,0.089102
