sim_time,event,value,soc
4333.000225983,run_started,24,0.999608
4362.216894173,waypoint,1,0.861440
4362.233560841,tag,1,0.861440
4386.483562106,waypoint,2,0.745699
4386.533562108,tag,2,0.745303
4410.283563347,waypoint,3,0.630689
4410.316896682,tag,3,0.630293
4435.933564685,waypoint,4,0.504627
4436.016898022,tag,4,0.504236
4463.833566140,waypoint,5,0.368007
4463.866899475,tag,5,0.368007
4490.900234218,waypoint,6,0.236277
4490.900234218,dock,patrol_done,0.236277
4490.916900886,tag,6,0.236277
4520.916902450,waypoint,0,0.089841
4520.933569118,run_ended,24,0.089841
