sim_time,event,value,soc
8108.300422880,run_started,44,0.999604
8137.700424414,waypoint,1,0.860594
8137.733757749,tag,1,0.860594
8161.867092341,waypoint,2,0.745250
8162.000425681,tag,2,0.744453
8185.517093574,waypoint,3,0.630632
8185.633760247,tag,3,0.630228
8211.050428239,waypoint,4,0.505565
8211.100428242,tag,4,0.505565
8238.983763029,waypoint,5,0.369006
8238.983763029,tag,5,0.369006
8265.367097739,waypoint,6,0.240077
8265.367097739,dock,patrol_done,0.240077
8265.583764417,tag,6,0.239283
8295.617099316,waypoint,0,0.092510
8295.617099316,run_ended,44,0.092510
