sim_time,event,value
18.566667634,tag,0
31.433334972,waypoint,0
42.016668858,tag,1
55.766669575,waypoint,1
67.583336858,tag,2
79.483337478,waypoint,2
93.550004879,tag,3
105.466672167,waypoint,3
116.900006096,tag,4
129.000006727,waypoint,4
180.183342730,waypoint,5
204.433343995,waypoint,6
225.900011781,tag,5
