sim_time,event,value,soc
1507.800078637,run_started,9,0.999609
1537.500080186,waypoint,1,0.859457
1537.583413524,tag,1,0.859457
1561.583414776,waypoint,2,0.744538
1561.883414791,tag,2,0.743312
1585.250082677,waypoint,3,0.629852
1585.350082682,tag,3,0.629461
1613.966750841,waypoint,4,0.490802
1614.083417514,tag,4,0.490406
1641.983418969,waypoint,5,0.353571
1641.983418969,tag,5,0.353571
1668.316753676,waypoint,6,0.224762
1668.316753676,dock,patrol_done,0.224762
1668.350087011,tag,6,0.224762
1698.583421921,waypoint,0,0.077489
1698.583421921,run_ended,9,0.077489
