sim_time,event,value,soc
188.300009820,run_started,2,0.999670
217.600011348,waypoint,1,0.882753
217.600011348,tag,1,0.882753
241.633345935,waypoint,2,0.785742
241.683345938,tag,2,0.785742
265.166680496,waypoint,3,0.689663
265.183347163,tag,3,0.689663
293.566681977,waypoint,4,0.574016
293.616681979,tag,4,0.573681
321.316683424,waypoint,5,0.458946
321.500016767,tag,5,0.458253
347.700018133,waypoint,6,0.350190
347.700018133,dock,patrol_done,0.350190
347.716684801,tag,6,0.350190
377.866686373,waypoint,0,0.226279
377.866686373,run_ended,2,0.226279
