sim_time,event,value,soc
3834.100199963,run_started,21,0.999670
3863.100201476,waypoint,1,0.883666
3863.133534811,tag,1,0.883666
3887.366869408,waypoint,2,0.785930
3887.550202751,tag,2,0.785258
3911.083537312,waypoint,3,0.689197
3911.216870652,tag,3,0.688522
3937.300205346,waypoint,4,0.580860
3937.300205346,tag,4,0.580860
3965.233540136,waypoint,5,0.465475
3965.433540146,tag,5,0.464794
3991.833541523,waypoint,6,0.355957
3991.833541523,dock,patrol_done,0.355957
3991.933541528,tag,6,0.355627
4022.100209768,waypoint,0,0.231401
4022.100209768,run_ended,21,0.231401
