sim_time,event,value,soc
3454.700180176,run_started,19,0.999666
3484.166848380,waypoint,1,0.882285
3484.333515055,tag,1,0.881612
3508.366849642,waypoint,2,0.784672
3508.416849644,tag,2,0.784341
3532.033517543,waypoint,3,0.687865
3532.116850880,tag,3,0.687535
3558.166852239,waypoint,4,0.580252
3558.266852244,tag,4,0.579918
3585.983520356,waypoint,5,0.465355
3586.150187032,tag,5,0.464680
3612.150188388,waypoint,6,0.357298
3612.150188388,dock,patrol_done,0.357298
3612.733521752,tag,6,0.355070
3641.966856610,waypoint,0,0.234340
3641.966856610,run_ended,19,0.234340
