sim_time,event,value,soc
0.100000005,run_started,1,0.999670
14.450000753,tag,1,0.939889
26.666668057,waypoint,1,0.893705
37.050001932,tag,2,0.848835
50.766669314,waypoint,2,0.796463
62.350003251,tag,3,0.745180
74.733337230,waypoint,3,0.698709
89.033337976,tag,4,0.635617
100.950005264,waypoint,4,0.590813
107.266672261,recovery_enter,ClearGlobalCostmap-Context,0.563211
107.266672261,recovery_exit,ClearGlobalCostmap-Context,0.563211
107.316672263,recovery_enter,ClearLocalCostmap-Context,0.562758
107.316672263,recovery_exit,ClearLocalCostmap-Context,0.562758
107.350005598,recovery_enter,ClearLocalCostmap-Subtree,0.562758
107.350005598,recovery_exit,ClearLocalCostmap-Subtree,0.562758
107.350005598,recovery_enter,ClearGlobalCostmap-Subtree,0.562758
107.350005598,recovery_exit,ClearGlobalCostmap-Subtree,0.562758
113.200005903,tag,5,0.536658
125.033339854,waypoint,5,0.492537
163.716675205,tag,0,0.324245
177.700009267,waypoint,0,0.271038
177.700009267,run_ended,1,0.270704
