sim_time,event,value,soc
356.600018598,run_started,3,0.999669
371.233352694,tag,1,0.939224
383.583353338,waypoint,1,0.892611
394.716687252,tag,2,0.844312
407.783354600,waypoint,2,0.795057
419.666688553,tag,3,0.742495
431.216689156,waypoint,3,0.698970
445.633356574,tag,4,0.635464
460.583357354,recovery_enter,ClearLocalCostmap-Context,0.578900
460.583357354,recovery_exit,ClearLocalCostmap-Context,0.578900
465.683357620,waypoint,4,0.561417
476.966691542,tag,5,0.511343
489.683358872,waypoint,5,0.463449
528.616694236,tag,0,0.293742
542.933361649,waypoint,0,0.239238
542.933361649,run_ended,3,0.239238
