sim_time,event,value,soc
733.700038265,run_started,5,0.999670
747.983372343,tag,1,0.940760
760.433372993,waypoint,1,0.893293
771.333373561,tag,2,0.846172
784.500040914,waypoint,2,0.795966
795.916708176,tag,3,0.745633
808.150042148,waypoint,3,0.699533
818.916709376,recovery_enter,ClearGlobalCostmap-Context,0.652301
818.916709376,recovery_exit,ClearGlobalCostmap-Context,0.652301
818.933376044,recovery_enter,ClearLocalCostmap-Context,0.652301
818.933376044,recovery_exit,ClearLocalCostmap-Context,0.652301
818.966709379,recovery_enter,BackUp,0.652301
829.033376570,recovery_exit,BackUp,0.618159
829.033376570,recovery_enter,ClearLocalCostmap-Subtree,0.618159
829.033376570,recovery_exit,ClearLocalCostmap-Subtree,0.618159
829.033376570,recovery_enter,ClearGlobalCostmap-Subtree,0.618159
829.033376570,recovery_exit,ClearGlobalCostmap-Subtree,0.618159
829.566709931,recovery_enter,ClearGlobalCostmap-Context,0.616356
829.566709931,recovery_exit,ClearGlobalCostmap-Context,0.616356
829.600043267,recovery_enter,ClearLocalCostmap-Context,0.615941
829.600043267,recovery_exit,ClearLocalCostmap-Context,0.615941
829.633376602,recovery_enter,Spin,0.615941
830.750043326,recovery_exit,Spin,0.611781
830.750043326,recovery_enter,Wait,0.611781
835.850043592,recovery_exit,Wait,0.594787
839.700043793,tag,4,0.577077
851.966711100,waypoint,4,0.531260
863.400045029,tag,5,0.480296
875.750045673,waypoint,5,0.434173
883.833379428,recovery_enter,ClearGlobalCostmap-Context,0.398960
883.833379428,recovery_exit,ClearGlobalCostmap-Context,0.398960
883.866712763,recovery_enter,ClearLocalCostmap-Context,0.398960
883.866712763,recovery_exit,ClearLocalCostmap-Context,0.398960
914.433381024,tag,0,0.265835
928.233381744,waypoint,0,0.212976
928.233381744,run_ended,5,0.212976
