sim_time,event,value,soc
4864.400253698,run_started,27,0.999604
4892.583588501,waypoint,1,0.865755
4892.733588509,tag,1,0.864963
4916.116923062,waypoint,2,0.752408
4916.233589734,tag,2,0.752012
4939.116924261,waypoint,3,0.640566
4939.216924266,tag,3,0.640171
4965.016925612,waypoint,4,0.513734
4965.100258950,tag,4,0.513338
4992.433593709,waypoint,5,0.379047
4992.666927054,tag,5,0.378254
5018.750261748,waypoint,6,0.249763
5018.750261748,dock,patrol_done,0.249763
5018.766928415,tag,6,0.249763
5048.033596608,waypoint,0,0.105912
5048.033596608,run_ended,27,0.105912
