sim_time,event,value,soc
2455.500128064,run_started,14,0.999604
2483.733462870,waypoint,1,0.865370
2483.866796210,tag,1,0.864974
2507.366797436,waypoint,2,0.751934
2507.383464103,tag,2,0.751934
2530.566798646,waypoint,3,0.639201
2530.700131986,tag,3,0.638409
2556.200133316,waypoint,4,0.513192
2556.250133318,tag,4,0.513192
2583.750134753,waypoint,5,0.378176
2583.850134758,tag,5,0.377780
2610.383469475,waypoint,6,0.247952
2610.383469475,dock,patrol_done,0.247952
2610.450136145,tag,6,0.247555
2639.916804349,waypoint,0,0.102986
2639.916804349,run_ended,14,0.102986
