sim_time,event,value,soc
957.400049932,run_started,6,0.999604
986.350051442,waypoint,1,0.862595
986.433384779,tag,1,0.862202
1010.416719364,waypoint,2,0.747253
1010.516719369,tag,2,0.746855
1034.066720597,waypoint,3,0.632919
1034.133387267,tag,3,0.632528
1060.200055293,waypoint,4,0.504542
1060.450055306,tag,4,0.503724
1087.966723408,waypoint,5,0.368772
1088.000056743,tag,5,0.368381
1114.216724777,waypoint,6,0.240232
1114.216724777,dock,patrol_done,0.240232
1114.416724788,tag,6,0.239428
1144.450059687,waypoint,0,0.092995
1144.466726355,run_ended,6,0.092995
