sim_time,event,value
204.100010644,tag,0
216.300011280,waypoint,0
227.250011852,tag,1
228.583345254,tag,26
240.566679213,waypoint,1
249.416679674,tag,379
252.683346511,tag,2
264.900013815,waypoint,2
