sim_time,event,value,soc
1723.500089887,run_started,10,0.999666
1751.933424703,waypoint,1,0.885764
1752.016758041,tag,1,0.885431
1775.666759274,waypoint,2,0.789759
1775.716759277,tag,2,0.789428
1798.483427131,waypoint,3,0.695978
1798.483427131,tag,3,0.695978
1824.416761817,waypoint,4,0.588698
1824.633428495,tag,4,0.588010
1851.550096565,waypoint,5,0.476201
1851.733429908,tag,5,0.475513
1877.783431267,waypoint,6,0.368126
1877.783431267,dock,patrol_done,0.368126
1877.816764602,tag,6,0.367792
1908.033432845,waypoint,0,0.243547
1908.033432845,run_ended,10,0.243547
