sim_time,event,value,soc
3406.200177647,run_started,19,0.999666
3435.550179177,waypoint,1,0.882728
3435.550179177,tag,1,0.882728
3458.816847058,waypoint,2,0.788086
3458.833513725,tag,2,0.788086
3482.666848301,waypoint,3,0.691060
3482.916848314,tag,3,0.689994
3493.383515527,recovery,enter,0.644426
3493.383515527,recovery_enter,ClearGlobalCostmap-Context,0.644426
3493.383515527,recovery_exit,ClearGlobalCostmap-Context,0.644426
3493.416848862,recovery_enter,ClearLocalCostmap-Context,0.643966
3493.416848862,recovery_exit,ClearLocalCostmap-Context,0.643966
3493.433515530,recovery_enter,Spin,0.643966
3494.583515590,recovery_exit,Spin,0.639743
3494.583515590,recovery_enter,Wait,0.639743
3499.666849188,recovery_exit,Wait,0.622732
3499.666849188,recovery,exit,0.622732
3515.566850017,waypoint,4,0.559589
3515.633516687,tag,4,0.559258
3542.766851436,waypoint,5,0.446570
3542.833518106,tag,5,0.446239
3569.116852810,waypoint,6,0.337808
3569.116852810,dock,patrol_done,0.337808
3569.200186148,tag,6,0.337469
3599.566854398,waypoint,0,0.212903
3599.566854398,run_ended,19,0.212903
