sim_time,event,value,soc
7743.600403860,run_started,42,0.999666
7772.233738686,waypoint,1,0.885049
7772.450405364,tag,1,0.884362
7795.717073244,waypoint,2,0.789675
7795.800406582,tag,2,0.789341
7818.717074444,waypoint,3,0.695236
7818.867074452,tag,3,0.694905
7844.533742457,waypoint,4,0.588714
7844.617075795,tag,4,0.588384
7872.100410562,waypoint,5,0.474361
7872.100410562,tag,5,0.474361
7898.317078595,waypoint,6,0.366297
7898.317078595,dock,patrol_done,0.366297
7898.583745276,tag,6,0.365609
7928.683746846,waypoint,0,0.241684
7928.683746846,run_ended,42,0.241684
