sim_time,event,value,soc
1704.700088907,run_started,10,0.999604
1733.983423767,waypoint,1,0.861355
1734.000090435,tag,1,0.860959
1758.183425029,waypoint,2,0.745643
1758.266758367,tag,2,0.745247
1782.216759616,waypoint,3,0.629385
1782.216759616,tag,3,0.629385
1808.300094310,waypoint,4,0.501627
1836.100095760,waypoint,5,0.365107
1836.116762427,tag,5,0.365107
1862.416763799,waypoint,6,0.236570
1862.416763799,dock,patrol_done,0.236570
1892.466765366,waypoint,0,0.090167
1892.483432034,run_ended,10,0.090167
