sim_time,event,value,soc
1325.100069109,run_started,8,0.999609
1354.900070663,waypoint,1,0.859078
1354.900070663,tag,1,0.859078
1378.916738582,waypoint,2,0.744022
1378.933405250,tag,2,0.744022
1386.050072288,recovery,enter,0.706486
1386.050072288,recovery_enter,ClearGlobalCostmap-Context,0.706486
1386.050072288,recovery_exit,ClearGlobalCostmap-Context,0.706486
1386.083405623,recovery_enter,ClearLocalCostmap-Context,0.706486
1386.083405623,recovery_exit,ClearLocalCostmap-Context,0.706486
1386.100072290,recovery_enter,BackUp,0.705941
1386.550072314,recovery_exit,BackUp,0.703976
1386.550072314,recovery,exit,0.703976
1402.900073166,waypoint,3,0.628294
1402.933406502,tag,3,0.628294
1416.866740562,recovery,enter,0.555638
1416.866740562,recovery_enter,ClearGlobalCostmap-Context,0.555638
1416.866740562,recovery_exit,ClearGlobalCostmap-Context,0.555638
1416.883407229,recovery_enter,ClearLocalCostmap-Context,0.555638
1416.883407229,recovery_exit,ClearLocalCostmap-Context,0.555638
1417.233407247,recovery_enter,ClearGlobalCostmap-Context,0.553501
1417.233407247,recovery_exit,ClearGlobalCostmap-Context,0.553501
1417.283407250,recovery_enter,ClearLocalCostmap-Subtree,0.553501
1417.283407250,recovery_exit,ClearLocalCostmap-Subtree,0.553501
1417.283407250,recovery_enter,ClearGlobalCostmap-Subtree,0.553501
1417.283407250,recovery_exit,ClearGlobalCostmap-Subtree,0.553501
1417.283407250,recovery,exit,0.553501
1429.800074569,waypoint,4,0.496564
1457.816742697,waypoint,5,0.359059
1458.033409375,tag,5,0.358225
1484.300077412,waypoint,6,0.229702
1484.300077412,dock,patrol_done,0.229702
1514.583412325,waypoint,0,0.082447
1514.583412325,run_ended,8,0.082447
