sim_time,event,value,soc
746.400038927,run_started,5,0.999609
775.633373785,waypoint,1,0.861333
775.650040453,tag,1,0.861333
799.983375055,waypoint,2,0.745050
800.016708390,tag,2,0.744654
823.716709626,waypoint,3,0.629891
823.766709629,tag,3,0.629891
834.233376841,recovery,enter,0.575568
834.233376841,recovery_enter,ClearGlobalCostmap-Context,0.575568
834.233376841,recovery_exit,ClearGlobalCostmap-Context,0.575568
834.266710177,recovery_enter,ClearLocalCostmap-Context,0.575568
834.266710177,recovery_exit,ClearLocalCostmap-Context,0.575568
834.266710177,recovery,exit,0.575568
849.616710977,waypoint,4,0.502810
877.450045762,waypoint,5,0.366238
877.466712430,tag,5,0.366238
886.266712889,recovery,enter,0.319684
886.266712889,recovery_enter,ClearGlobalCostmap-Context,0.319684
886.266712889,recovery_exit,ClearGlobalCostmap-Context,0.319684
886.283379556,recovery_enter,ClearLocalCostmap-Context,0.319684
886.283379556,recovery_exit,ClearLocalCostmap-Context,0.319684
886.333379559,recovery_enter,Spin,0.319163
886.433379564,recovery_exit,Spin,0.318676
886.433379564,recovery_enter,Wait,0.318676
891.483379827,recovery_exit,Wait,0.298978
891.483379827,recovery,exit,0.298978
909.233380753,waypoint,6,0.216258
909.233380753,dock,patrol_done,0.216258
939.083382310,waypoint,0,0.070632
939.083382310,run_ended,5,0.070632
