sim_time,event,value,soc
1528.300079707,run_started,9,0.999669
1558.466747947,waypoint,1,0.879900
1558.500081282,tag,1,0.879900
1582.800082549,waypoint,2,0.781466
1582.816749216,tag,2,0.781466
1606.450083782,waypoint,3,0.684823
1606.616750458,tag,3,0.684135
1632.566751811,waypoint,4,0.577267
1632.683418484,tag,4,0.576933
1660.450086599,waypoint,5,0.461951
1660.600086607,tag,5,0.461617
1686.600087963,waypoint,6,0.354236
1686.600087963,dock,patrol_done,0.353902
1686.633421298,tag,6,0.353902
1716.566756192,waypoint,0,0.230632
1716.566756192,run_ended,9,0.230632
