sim_time,event,value,soc
0.100000005,run_started,1,0.999670
28.816668169,waypoint,1,0.884485
29.000001512,tag,1,0.883810
52.783336086,waypoint,2,0.787828
52.816669421,tag,2,0.787494
76.333337314,waypoint,3,0.691336
76.350003981,tag,3,0.691336
102.316672002,waypoint,4,0.584104
102.333338670,tag,4,0.584104
156.766674842,waypoint,5,0.353989
156.833341512,tag,5,0.353655
164.683341922,recovery_enter,ClearGlobalCostmap-Context,0.318444
164.683341922,recovery_exit,ClearGlobalCostmap-Context,0.318444
164.733341924,recovery_enter,ClearLocalCostmap-Context,0.318015
164.733341924,recovery_exit,ClearLocalCostmap-Context,0.318015
168.900008808,dock,low_soc,0.299879
194.550010146,waypoint,0,0.195461
194.550010146,run_ended,1,0.195461
