sim_time,event,value,soc
388.600020267,run_started,3,0.999666
417.883355127,waypoint,1,0.883008
417.900021795,tag,1,0.882674
441.916689714,waypoint,2,0.785654
441.950023049,tag,2,0.785654
465.500024277,waypoint,3,0.689130
465.600024282,tag,3,0.689130
494.800025805,recovery,enter,0.570299
494.800025805,recovery_enter,ClearLocalCostmap-Context,0.570299
494.800025805,recovery_exit,ClearLocalCostmap-Context,0.570299
494.800025805,recovery,exit,0.570299
495.183359159,waypoint,4,0.569298
495.233359161,tag,4,0.568964
523.016693944,waypoint,5,0.453801
523.116693949,tag,5,0.453471
549.700028669,waypoint,6,0.344178
549.700028669,dock,patrol_done,0.344178
549.716695336,tag,6,0.344178
579.633363563,waypoint,0,0.220987
579.633363563,run_ended,3,0.220987
