sim_time,event,value,soc
1340.400069907,run_started,8,0.999666
1370.383404804,waypoint,1,0.880594
1370.433404807,tag,1,0.880260
1394.416739391,waypoint,2,0.783300
1394.566739398,tag,2,0.782970
1417.916740616,waypoint,3,0.687233
1418.066740624,tag,3,0.686903
1444.500075336,waypoint,4,0.577985
1444.533408671,tag,4,0.577985
1472.350076789,waypoint,5,0.462952
1472.450076794,tag,5,0.462617
1498.483411485,waypoint,6,0.355205
1498.483411485,dock,patrol_done,0.355205
1498.600078158,tag,6,0.354534
1528.233413036,waypoint,0,0.232238
1528.233413036,run_ended,8,0.232238
