sim_time,event,value,soc
1908.700099546,run_started,11,0.999669
1938.283434422,waypoint,1,0.881861
1938.400101095,tag,1,0.881195
1962.566769022,waypoint,2,0.783868
1962.583435690,tag,2,0.783868
1986.200103588,waypoint,3,0.687198
1986.216770255,tag,3,0.687198
2014.350105056,waypoint,4,0.572661
2014.450105061,tag,4,0.572330
2042.433439854,waypoint,5,0.456582
2042.516773192,tag,5,0.456252
2050.066773585,recovery,enter,0.422276
2050.066773585,recovery_enter,ClearGlobalCostmap-Context,0.422276
2050.066773585,recovery_exit,ClearGlobalCostmap-Context,0.422276
2050.083440253,recovery_enter,ClearLocalCostmap-Context,0.422276
2050.083440253,recovery_exit,ClearLocalCostmap-Context,0.422276
2050.100106921,recovery_enter,BackUp,0.421847
2050.133440256,recovery_exit,BackUp,0.421847
2050.133440256,recovery_enter,ClearLocalCostmap-Subtree,0.421847
2050.133440256,recovery_exit,ClearLocalCostmap-Subtree,0.421847
2050.133440256,recovery_enter,ClearGlobalCostmap-Subtree,0.421847
2050.133440256,recovery_exit,ClearGlobalCostmap-Subtree,0.421847
2050.133440256,recovery,exit,0.421847
2069.216774584,waypoint,6,0.346556
2069.216774584,dock,patrol_done,0.346556
2069.233441252,tag,6,0.346556
2099.616776170,waypoint,0,0.221669
2099.616776170,run_ended,11,0.221669
