sim_time,event,value,soc
2099.700109507,run_started,12,0.999669
2128.733444355,waypoint,1,0.883687
2128.866777695,tag,1,0.883357
2152.900112282,waypoint,2,0.786036
2153.016778955,tag,2,0.785700
2176.383446840,waypoint,3,0.690320
2176.433446843,tag,3,0.689986
2202.766781549,waypoint,4,0.581777
2202.800114884,tag,4,0.581443
2230.383449656,waypoint,5,0.467301
2230.416782991,tag,5,0.466967
2256.466784350,waypoint,6,0.359561
2256.466784350,dock,patrol_done,0.359561
2256.466784350,tag,6,0.359561
2286.716785928,waypoint,0,0.235006
2286.716785928,run_ended,12,0.235006
