sim_time,event,value,soc
579.700030233,run_started,4,0.999670
609.150031769,waypoint,1,0.882386
609.166698437,tag,1,0.882386
633.133366353,waypoint,2,0.785340
633.183366356,tag,2,0.785340
657.316700948,waypoint,3,0.686917
657.350034283,tag,3,0.686917
683.433368977,waypoint,4,0.579266
683.450035644,tag,4,0.579266
711.250037094,waypoint,5,0.464428
711.266703762,tag,5,0.464428
721.100037608,recovery,enter,0.420108
721.100037608,recovery_enter,ClearGlobalCostmap-Context,0.420108
721.100037608,recovery_exit,ClearGlobalCostmap-Context,0.420108
721.150037610,recovery_enter,ClearLocalCostmap-Context,0.420108
721.150037610,recovery_exit,ClearLocalCostmap-Context,0.420108
721.183370945,recovery_enter,Spin,0.420108
723.483371065,recovery_exit,Spin,0.411093
723.483371065,recovery,exit,0.411093
740.683371962,waypoint,6,0.343110
740.683371962,dock,patrol_done,0.343110
740.716705298,tag,6,0.342776
771.050040213,waypoint,0,0.218213
771.050040213,run_ended,4,0.218213
