sim_time,event,value,soc
2286.800119265,run_started,13,0.999670
2317.366787526,waypoint,1,0.878684
2317.450120864,tag,1,0.878350
2341.466788783,waypoint,2,0.781385
2341.566788788,tag,2,0.781051
2365.350123362,waypoint,3,0.683937
2365.400123365,tag,3,0.683937
2391.883458079,waypoint,4,0.574869
2391.950124749,tag,4,0.574535
2400.600125201,recovery,enter,0.536789
2400.600125201,recovery_enter,ClearGlobalCostmap-Context,0.536789
2400.600125201,recovery_exit,ClearGlobalCostmap-Context,0.536789
2400.600125201,recovery_enter,ClearLocalCostmap-Context,0.536789
2400.600125201,recovery_exit,ClearLocalCostmap-Context,0.536789
2400.633458536,recovery_enter,Spin,0.536789
2401.816791931,recovery_exit,Spin,0.532147
2401.816791931,recovery_enter,Wait,0.532147
2406.883458862,recovery_exit,Wait,0.515495
2406.883458862,recovery,exit,0.515495
2426.133459866,waypoint,5,0.437102
2426.166793201,tag,5,0.437102
2452.350127900,waypoint,6,0.328938
2452.350127900,dock,patrol_done,0.328938
2452.433461237,tag,6,0.328606
2482.450129469,waypoint,0,0.204989
2482.450129469,run_ended,13,0.204989
