sim_time,event,value,soc
194.600010149,run_started,2,0.999670
223.916678344,waypoint,1,0.882765
223.966678347,tag,1,0.882765
247.866679593,waypoint,2,0.786069
247.883346261,tag,2,0.786069
271.550014162,waypoint,3,0.689331
271.633347500,tag,3,0.688997
282.383348060,recovery,enter,0.642202
282.383348060,recovery_enter,ClearGlobalCostmap-Context,0.642202
282.383348060,recovery_exit,ClearGlobalCostmap-Context,0.642202
282.433348063,recovery_enter,ClearLocalCostmap-Context,0.641742
282.433348063,recovery_exit,ClearLocalCostmap-Context,0.641742
282.466681398,recovery_enter,ClearLocalCostmap-Subtree,0.641742
282.466681398,recovery_exit,ClearLocalCostmap-Subtree,0.641742
282.466681398,recovery_enter,ClearGlobalCostmap-Subtree,0.641742
282.466681398,recovery_exit,ClearGlobalCostmap-Subtree,0.641742
282.466681398,recovery,exit,0.641742
300.766682352,recovery,enter,0.569374
300.766682352,recovery_enter,ClearLocalCostmap-Context,0.569374
300.766682352,recovery_exit,ClearLocalCostmap-Context,0.569374
300.766682352,recovery,exit,0.569374
304.483349213,waypoint,4,0.556929
304.533349215,tag,4,0.556595
332.316683998,waypoint,5,0.441662
332.400017336,tag,5,0.441332
358.633352037,waypoint,6,0.333162
358.633352037,dock,patrol_done,0.333162
358.666685372,tag,6,0.333162
388.583353599,waypoint,0,0.209914
388.583353599,run_ended,2,0.209914
