sim_time,event,value,soc
4842.200252540,run_started,27,0.999604
4870.583587354,waypoint,1,0.864954
4870.600254021,tag,1,0.864558
4894.400255262,waypoint,2,0.750477
4894.616921940,tag,2,0.749690
4917.133589781,waypoint,3,0.639882
4917.316923124,tag,3,0.639093
4943.000257797,waypoint,4,0.513074
4943.066924467,tag,4,0.513074
4970.183592548,waypoint,5,0.379734
4970.300259221,tag,5,0.378942
4996.866927273,waypoint,6,0.249180
4996.866927273,dock,patrol_done,0.249180
4997.000260613,tag,6,0.248378
5027.116928851,waypoint,0,0.101589
5027.116928851,run_ended,27,0.101589
