sim_time,event,value,soc
0.100000005,run_started,1,0.999609
30.066668234,waypoint,1,0.858424
30.266668245,tag,1,0.857627
54.100002821,waypoint,2,0.743105
54.150002824,tag,2,0.743105
78.200004078,waypoint,3,0.626784
78.216670745,tag,3,0.626784
104.066672094,waypoint,4,0.500358
104.133338764,tag,4,0.499961
131.850006876,waypoint,5,0.363938
132.033340219,tag,5,0.363137
158.483341598,waypoint,6,0.234207
158.483341598,dock,patrol_done,0.234207
158.500008266,tag,6,0.233811
188.750009844,waypoint,0,0.086609
188.750009844,run_ended,1,0.086609
