sim_time,event,value,soc
5216.900272082,run_started,29,0.999609
5225.650272538,recovery,enter,0.957481
5225.650272538,recovery_enter,ClearGlobalCostmap-Context,0.957481
5225.650272538,recovery_exit,ClearGlobalCostmap-Context,0.957481
5225.683605873,recovery_enter,ClearLocalCostmap-Context,0.957481
5225.683605873,recovery_exit,ClearLocalCostmap-Context,0.957481
5225.700272541,recovery_enter,BackUp,0.956960
5235.716939730,recovery_exit,BackUp,0.916932
5235.716939730,recovery_enter,ClearLocalCostmap-Subtree,0.916932
5235.716939730,recovery_exit,ClearLocalCostmap-Subtree,0.916932
5235.716939730,recovery_enter,ClearGlobalCostmap-Subtree,0.916932
5235.716939730,recovery_exit,ClearGlobalCostmap-Subtree,0.916932
5235.716939730,recovery,exit,0.916932
5255.416940758,waypoint,1,0.823872
5255.516940763,tag,1,0.823476
5278.833608645,waypoint,2,0.711305
5279.000275321,tag,2,0.710514
5301.833609845,waypoint,3,0.599445
5301.850276513,tag,3,0.599445
5327.833611201,waypoint,4,0.472065
5327.950277874,tag,4,0.471670
5355.316945968,waypoint,5,0.337100
5355.366945970,tag,5,0.337100
5381.466947332,waypoint,6,0.208810
5381.466947332,dock,patrol_done,0.208810
5381.500280667,tag,6,0.208414
5411.300282221,waypoint,0,0.062677
5411.300282221,run_ended,29,0.062677
