sim_time,event,value,soc
932.400048628,run_started,6,0.999609
960.266716748,waypoint,1,0.866866
960.266716748,tag,1,0.866866
983.750051306,waypoint,2,0.753920
983.816717976,tag,2,0.753524
1006.716719171,waypoint,3,0.642154
1006.800052508,tag,3,0.641758
1033.300053890,waypoint,4,0.512406
1033.333387225,tag,4,0.512406
1060.450055306,waypoint,5,0.379002
1060.833388660,tag,5,0.377335
1087.050056694,waypoint,6,0.248984
1087.050056694,dock,patrol_done,0.248984
1087.200056701,tag,6,0.248183
1116.916724918,waypoint,0,0.102827
1116.916724918,run_ended,6,0.102827
