sim_time,event,value,soc
2996.800156295,run_started,17,0.999608
3024.600157745,waypoint,1,0.866866
3024.616824412,tag,1,0.866866
3048.150158973,waypoint,2,0.753908
3048.233492311,tag,2,0.753512
3071.300160180,waypoint,3,0.641305
3071.333493515,tag,3,0.641305
3096.850161513,waypoint,4,0.516172
3096.866828180,tag,4,0.516172
3123.866829589,waypoint,5,0.383185
3123.933496259,tag,5,0.382789
3150.333497636,waypoint,6,0.253606
3150.333497636,dock,patrol_done,0.253606
3150.416830973,tag,6,0.253215
3180.100165855,waypoint,0,0.107823
3180.100165855,run_ended,17,0.107823
