sim_time,event,value,soc
564.100029420,run_started,4,0.999609
591.983364207,waypoint,1,0.866933
592.016697542,tag,1,0.866538
615.383365428,waypoint,2,0.754416
615.450032098,tag,2,0.754020
638.316699957,waypoint,3,0.642527
638.516699967,tag,3,0.641738
649.333367198,recovery,enter,0.585865
649.333367198,recovery_enter,ClearGlobalCostmap-Context,0.585865
649.333367198,recovery_exit,ClearGlobalCostmap-Context,0.585865
649.350033866,recovery_enter,ClearLocalCostmap-Context,0.585865
649.350033866,recovery_exit,ClearLocalCostmap-Context,0.585865
649.350033866,recovery,exit,0.585865
664.283367978,waypoint,4,0.515792
664.350034648,tag,4,0.515396
691.166702713,waypoint,5,0.383163
691.333369389,tag,5,0.382371
717.616704093,waypoint,6,0.253343
717.616704093,dock,patrol_done,0.253343
717.683370763,tag,6,0.253343
747.366705644,waypoint,0,0.108005
747.366705644,run_ended,4,0.108005
