sim_time,event,value,soc
4710.600245676,run_started,26,0.999608
4739.283580506,waypoint,1,0.863773
4739.300247173,tag,1,0.863377
4763.283581757,waypoint,2,0.748854
4763.316915092,tag,2,0.748461
4787.083582999,waypoint,3,0.633745
4787.316916344,tag,3,0.632487
4812.766917672,waypoint,4,0.507725
4812.800251007,tag,4,0.507333
4840.550252454,waypoint,5,0.371688
4840.683585794,tag,5,0.371297
4866.800253823,waypoint,6,0.243227
4866.800253823,dock,patrol_done,0.243227
4866.833587158,tag,6,0.243227
4897.400255419,waypoint,0,0.094425
4897.400255419,run_ended,26,0.094425
