sim_time,event,value,soc
10598.100552733,run_started,57,0.999609
10627.533887602,waypoint,1,0.860482
10627.567220937,tag,1,0.860482
10651.750555532,waypoint,2,0.744797
10651.783888867,tag,2,0.744797
10675.283890092,waypoint,3,0.630946
10675.300556760,tag,3,0.630553
10701.367224786,waypoint,4,0.503124
10701.450558124,tag,4,0.502728
10729.200559571,waypoint,5,0.366856
10729.233892906,tag,5,0.366460
10755.683894285,waypoint,6,0.237513
10755.683894285,dock,patrol_done,0.237513
10756.000560969,tag,6,0.235847
10785.567229177,waypoint,0,0.091421
10785.567229177,run_ended,57,0.091421
