sim_time,event,value,soc
750.800039157,run_started,5,0.999609
779.683373996,waypoint,1,0.862837
779.750040667,tag,1,0.862441
803.850041924,waypoint,2,0.747065
803.883375259,tag,2,0.747065
827.033376466,waypoint,3,0.634328
827.083376469,tag,3,0.634328
837.750043692,recovery,enter,0.578915
837.750043692,recovery_enter,ClearGlobalCostmap-Context,0.578915
837.750043692,recovery_exit,ClearGlobalCostmap-Context,0.578915
837.766710359,recovery_enter,ClearLocalCostmap-Context,0.578915
837.766710359,recovery_exit,ClearLocalCostmap-Context,0.578915
837.800043694,recovery_enter,Spin,0.578370
839.033377092,recovery_exit,Spin,0.572907
839.033377092,recovery_enter,Wait,0.572907
844.050044020,recovery_exit,Wait,0.553175
844.050044020,recovery,exit,0.553175
859.583378164,waypoint,4,0.479828
859.666711501,tag,4,0.479432
887.383379613,waypoint,5,0.343608
887.433379616,tag,5,0.343211
913.966714333,waypoint,6,0.213929
913.966714333,dock,patrol_done,0.213929
914.100047674,tag,6,0.213134
944.233382578,waypoint,0,0.066324
944.233382578,run_ended,5,0.066324
