sim_time,event,value,soc
7174.900374200,run_started,39,0.999609
7203.517042359,waypoint,1,0.863832
7203.583709029,tag,1,0.863832
7227.533710278,waypoint,2,0.748948
7227.583710281,tag,2,0.748948
7251.267044849,waypoint,3,0.634197
7251.417044857,tag,3,0.633386
7277.117046197,waypoint,4,0.507519
7277.117046197,tag,4,0.507519
7304.783714307,waypoint,5,0.372093
7304.867047645,tag,5,0.371697
7331.350382359,waypoint,6,0.242364
7331.350382359,dock,patrol_done,0.242364
7331.417049029,tag,6,0.241973
7361.583717269,waypoint,0,0.095180
7361.583717269,run_ended,39,0.095180
