sim_time,event,value,soc
3202.600167028,run_started,18,0.999604
3231.616835208,waypoint,1,0.862243
3231.716835213,tag,1,0.861848
3256.050169816,waypoint,2,0.745697
3256.266836494,tag,2,0.744901
3279.316837696,waypoint,3,0.632632
3279.433504369,tag,3,0.632228
3305.083505706,waypoint,4,0.506657
3305.100172374,tag,4,0.506260
3332.783507151,waypoint,5,0.370944
3332.866840489,tag,5,0.370547
3359.500175211,waypoint,6,0.240433
3359.500175211,dock,patrol_done,0.240433
3359.583508549,tag,6,0.240433
3389.450176773,waypoint,0,0.094418
3389.450176773,run_ended,18,0.094418
