sim_time,event,value,soc
7737.000403515,run_started,42,0.999604
7766.250405041,waypoint,1,0.861381
7766.300405044,tag,1,0.860990
7790.383739633,waypoint,2,0.745656
7790.417072968,tag,2,0.745260
7797.633740011,recovery,enter,0.707226
7797.633740011,recovery_enter,ClearGlobalCostmap-Context,0.707226
7797.633740011,recovery_exit,ClearGlobalCostmap-Context,0.707226
7797.650406679,recovery_enter,ClearLocalCostmap-Context,0.707226
7797.650406679,recovery_exit,ClearLocalCostmap-Context,0.707226
7797.667073346,recovery_enter,Spin,0.707226
7799.850406793,recovery_exit,Spin,0.696822
7799.850406793,recovery,exit,0.696822
7816.350407654,waypoint,3,0.619265
7816.583740999,tag,3,0.618448
7842.250409005,waypoint,4,0.492536
7842.633742358,tag,4,0.490849
7870.550410481,waypoint,5,0.354211
7870.633743818,tag,5,0.353820
7897.067078530,waypoint,6,0.224953
7897.067078530,dock,patrol_done,0.224953
7897.133745200,tag,6,0.224560
7927.667080126,waypoint,0,0.076133
7927.667080126,run_ended,42,0.076133
