sim_time,event,value,soc
10023.000522740,run_started,54,0.999609
10052.433857608,waypoint,1,0.860406
10052.467190943,tag,1,0.860406
10076.733858875,waypoint,2,0.744337
10077.033858891,tag,2,0.743097
10100.350526774,waypoint,3,0.630085
10100.433860111,tag,3,0.629694
10111.117194002,recovery,enter,0.574245
10111.117194002,recovery_enter,ClearGlobalCostmap-Context,0.574245
10111.117194002,recovery_exit,ClearGlobalCostmap-Context,0.574245
10111.167194005,recovery_enter,ClearLocalCostmap-Context,0.574245
10111.167194005,recovery_exit,ClearLocalCostmap-Context,0.574245
10111.200527340,recovery_enter,Wait,0.573714
10116.200527600,recovery_exit,Wait,0.553950
10116.200527600,recovery,exit,0.553950
10131.317195056,waypoint,4,0.483412
10131.383861726,tag,4,0.483412
10159.850529877,waypoint,5,0.344050
10159.917196547,tag,5,0.343659
10169.067197024,recovery,enter,0.295297
10169.067197024,recovery_enter,ClearGlobalCostmap-Context,0.295297
10169.067197024,recovery_exit,ClearGlobalCostmap-Context,0.295297
10169.100530359,recovery_enter,ClearLocalCostmap-Context,0.294784
10169.100530359,recovery_exit,ClearLocalCostmap-Context,0.294784
10169.133863694,recovery_enter,BackUp,0.294784
10169.233863700,recovery_exit,BackUp,0.294292
10169.233863700,recovery_enter,ClearLocalCostmap-Subtree,0.294292
10169.233863700,recovery_exit,ClearLocalCostmap-Subtree,0.294292
10169.233863700,recovery_enter,ClearGlobalCostmap-Subtree,0.294292
10169.233863700,recovery_exit,ClearGlobalCostmap-Subtree,0.294292
10169.233863700,recovery,exit,0.294292
10186.367197927,waypoint,6,0.214815
10186.367197927,dock,patrol_done,0.214815
10186.433864597,tag,6,0.214422
10216.217199483,waypoint,0,0.068726
10216.217199483,run_ended,54,0.068726
