sim_time,event,value,soc
2825.500147361,run_started,16,0.999609
2854.483482206,waypoint,1,0.862642
2854.600148878,tag,1,0.861845
2878.383483452,waypoint,2,0.748199
2878.433483455,tag,2,0.747807
2901.683484667,waypoint,3,0.635168
2901.766818005,tag,3,0.634772
2927.700152691,waypoint,4,0.507585
2927.750152694,tag,4,0.507585
2955.550154143,waypoint,5,0.371328
2955.683487484,tag,5,0.370937
2981.766822177,waypoint,6,0.243224
2981.766822177,dock,patrol_done,0.243224
2981.900155518,tag,6,0.242429
3011.983490420,waypoint,0,0.096060
3011.983490420,run_ended,16,0.096060
