sim_time,event,value,soc
9253.900482628,run_started,50,0.999609
9284.700484234,waypoint,1,0.854953
9284.700484234,tag,1,0.854953
9308.783818824,waypoint,2,0.740045
9308.867152161,tag,2,0.739649
9332.217153379,waypoint,3,0.626119
9332.350486719,tag,3,0.625721
9343.033820610,recovery,enter,0.570078
9343.033820610,recovery_enter,ClearGlobalCostmap-Context,0.570078
9343.033820610,recovery_exit,ClearGlobalCostmap-Context,0.570078
9343.067153945,recovery_enter,ClearLocalCostmap-Context,0.570078
9343.067153945,recovery_exit,ClearLocalCostmap-Context,0.570078
9343.100487280,recovery_enter,Wait,0.569548
9348.117154208,recovery_exit,Wait,0.549773
9348.117154208,recovery,exit,0.549773
9363.217154996,waypoint,4,0.479161
9363.217154996,tag,4,0.479161
9390.833823103,waypoint,5,0.343731
9390.850489770,tag,5,0.343731
9417.583824498,waypoint,6,0.213583
9417.583824498,dock,patrol_done,0.213583
9417.633824501,tag,6,0.213192
9447.767159406,waypoint,0,0.066264
9447.767159406,run_ended,50,0.066264
