sim_time,event,value,soc
9061.400472588,run_started,49,0.999609
9090.933807462,waypoint,1,0.860346
9091.000474132,tag,1,0.859952
9115.183808727,waypoint,2,0.744606
9115.250475397,tag,2,0.744214
9139.583809999,waypoint,3,0.626932
9139.833810012,tag,3,0.625665
9165.467144683,waypoint,4,0.500097
9165.683811360,tag,4,0.499300
9193.733812823,waypoint,5,0.361785
9193.850479496,tag,5,0.361387
9203.500479999,recovery,enter,0.309778
9203.500479999,recovery_enter,ClearGlobalCostmap-Context,0.309778
9203.500479999,recovery_exit,ClearGlobalCostmap-Context,0.309778
9203.517146667,recovery_enter,ClearLocalCostmap-Context,0.309778
9203.517146667,recovery_exit,ClearLocalCostmap-Context,0.309778
9203.550480002,recovery_enter,Spin,0.309778
9205.800480119,recovery_exit,Spin,0.299104
9205.800480119,recovery,exit,0.299104
9223.400481037,waypoint,6,0.216725
9223.400481037,dock,patrol_done,0.216725
9223.417147705,tag,6,0.216725
9253.867149293,waypoint,0,0.068707
9253.867149293,run_ended,49,0.068707
