sim_time,event,value,soc
2479.400129310,run_started,14,0.999670
2508.183464145,waypoint,1,0.884782
2508.333464153,tag,1,0.884109
2531.533465363,waypoint,2,0.789772
2531.533465363,tag,2,0.789772
2554.633466567,waypoint,3,0.695097
2554.650133235,tag,3,0.695097
2580.433467913,waypoint,4,0.588489
2580.466801248,tag,4,0.588489
2608.033469352,waypoint,5,0.474234
2608.133469358,tag,5,0.473898
2634.283470721,waypoint,6,0.366199
2634.283470721,dock,patrol_done,0.366199
2634.350137392,tag,6,0.365865
2664.716805642,waypoint,0,0.240963
2664.716805642,run_ended,14,0.240963
