sim_time,event,value,soc
1908.100099515,run_started,11,0.999670
1936.716767674,waypoint,1,0.885062
1936.733434341,tag,1,0.885062
1960.150102229,waypoint,2,0.790028
1960.150102229,tag,2,0.790028
1983.400103442,waypoint,3,0.694630
1983.416770109,tag,3,0.694630
2009.200104787,waypoint,4,0.588139
2009.266771458,tag,4,0.588139
2036.683439554,waypoint,5,0.474557
2036.783439559,tag,5,0.474223
2063.150107601,waypoint,6,0.365484
2063.150107601,dock,patrol_done,0.365484
2063.166774269,tag,6,0.365484
2093.750109197,waypoint,0,0.239953
2093.750109197,run_ended,11,0.239953
