sim_time,event,value,soc
6993.500364739,run_started,38,0.999669
7022.417032914,waypoint,1,0.883921
7022.700366262,tag,1,0.883237
7045.650367459,waypoint,2,0.789598
7045.867034137,tag,2,0.788932
7069.117035349,waypoint,3,0.693533
7069.150368684,tag,3,0.693533
7080.017035918,recovery,enter,0.645928
7080.017035918,recovery_enter,ClearGlobalCostmap-Context,0.645928
7080.017035918,recovery_exit,ClearGlobalCostmap-Context,0.645928
7080.050369253,recovery_enter,ClearLocalCostmap-Context,0.645928
7080.050369253,recovery_exit,ClearLocalCostmap-Context,0.645928
7080.067035920,recovery_enter,Spin,0.645928
7081.267035983,recovery_exit,Spin,0.641281
7081.267035983,recovery_enter,Wait,0.641281
7086.317036246,recovery_exit,Wait,0.624282
7086.317036246,recovery,exit,0.624282
7101.683703714,waypoint,4,0.563258
7101.767037052,tag,4,0.562924
7129.150371814,waypoint,5,0.449408
7129.233705151,tag,5,0.449078
7155.417039850,waypoint,6,0.341013
7155.433706518,dock,patrol_done,0.341013
7155.617039861,tag,6,0.340325
7185.717041430,waypoint,0,0.216443
7185.717041430,run_ended,38,0.216443
