sim_time,event,value,soc
2664.800138980,run_started,15,0.999670
2694.216807181,waypoint,1,0.882205
2694.333473853,tag,1,0.881869
2717.800141744,waypoint,2,0.786556
2717.900141749,tag,2,0.786556
2740.616809600,waypoint,3,0.692920
2740.683476271,tag,3,0.692920
2766.366810943,waypoint,4,0.586569
2766.483477616,tag,4,0.586237
2793.816812375,waypoint,5,0.472620
2793.833479043,tag,5,0.472620
2820.316813757,waypoint,6,0.363605
2820.316813757,dock,patrol_done,0.363605
2820.316813757,tag,6,0.363605
2850.183481981,waypoint,0,0.240686
2850.183481981,run_ended,15,0.240686
