sim_time,event,value,soc
6623.300345432,run_started,36,0.999670
6652.017013596,waypoint,1,0.884700
6652.150346936,tag,1,0.884361
6675.267014808,waypoint,2,0.790310
6675.700348164,tag,2,0.788562
6698.517016021,waypoint,3,0.694975
6698.683682696,tag,3,0.694645
6724.217017361,waypoint,4,0.588803
6724.233684029,tag,4,0.588803
6751.567018788,waypoint,5,0.475459
6751.600352123,tag,5,0.475129
6777.950353497,waypoint,6,0.366675
6777.950353497,dock,patrol_done,0.366675
6777.950353497,tag,6,0.366675
6808.117021737,waypoint,0,0.242404
6808.117021737,run_ended,36,0.242404
