sim_time,event,value,soc
5472.400285407,run_started,30,0.999670
5502.133620291,waypoint,1,0.881306
5502.150286959,tag,1,0.881306
5525.366954836,waypoint,2,0.786926
5525.400288172,tag,2,0.786592
5548.350289369,waypoint,3,0.692644
5548.516956044,tag,3,0.691975
5574.033624041,waypoint,4,0.586400
5574.133624047,tag,4,0.586067
5601.333625465,waypoint,5,0.473208
5601.566958811,tag,5,0.472514
5627.850293515,waypoint,6,0.364175
5627.850293515,dock,patrol_done,0.364175
5627.900293517,tag,6,0.363845
5658.066961757,waypoint,0,0.239890
5658.066961757,run_ended,30,0.239890
