sim_time,event,value,soc
1155.300060253,run_started,7,0.999670
1185.950061852,waypoint,1,0.878299
1185.966728519,tag,1,0.878299
1209.950063103,waypoint,2,0.781305
1210.166729781,tag,2,0.780629
1233.783397680,waypoint,3,0.684310
1233.800064347,tag,3,0.683980
1260.266732394,waypoint,4,0.575484
1260.366732399,tag,4,0.575149
1288.316733857,waypoint,5,0.459277
1288.416733862,tag,5,0.458947
1315.283401930,waypoint,6,0.348880
1315.283401930,dock,patrol_done,0.348880
1315.316735265,tag,6,0.348550
1345.333403497,waypoint,0,0.225043
1345.333403497,run_ended,7,0.225043
