sim_time,event,value,soc
1345.400070168,run_started,8,0.999670
1374.683405028,waypoint,1,0.883116
1374.700071696,tag,1,0.882785
1398.066739581,waypoint,2,0.788112
1398.116739584,tag,2,0.787778
1421.533407472,waypoint,3,0.692128
1421.683407479,tag,3,0.691796
1447.350075485,waypoint,4,0.585521
1447.400075487,tag,4,0.585190
1455.883409263,recovery,enter,0.548708
1455.883409263,recovery_enter,ClearGlobalCostmap-Context,0.548708
1455.883409263,recovery_exit,ClearGlobalCostmap-Context,0.548708
1455.883409263,recovery_enter,ClearLocalCostmap-Context,0.548708
1455.883409263,recovery_exit,ClearLocalCostmap-Context,0.548708
1455.916742598,recovery_enter,Spin,0.548270
1457.050075991,recovery_exit,Spin,0.543970
1457.050075991,recovery_enter,Wait,0.543970
1462.083409586,recovery_exit,Wait,0.527335
1462.083409586,recovery,exit,0.527335
1481.083410577,waypoint,5,0.449992
1481.150077247,tag,5,0.449658
1507.500078622,waypoint,6,0.340953
1507.500078622,dock,patrol_done,0.340953
1507.850078640,tag,6,0.339879
1537.883413540,waypoint,0,0.216370
1537.883413540,run_ended,8,0.216370
