sim_time,event,value,soc
2280.700118947,run_started,13,0.999670
2309.366787109,waypoint,1,0.885057
2309.516787117,tag,1,0.884384
2332.683454992,waypoint,2,0.790301
2332.733454994,tag,2,0.789967
2355.650122856,waypoint,3,0.696023
2355.783456197,tag,3,0.695688
2384.466791026,waypoint,4,0.578053
2384.650124369,tag,4,0.577374
2412.066792465,waypoint,5,0.463996
2412.150125803,tag,5,0.463666
2421.900126311,recovery,enter,0.419691
2421.900126311,recovery_enter,ClearGlobalCostmap-Context,0.419691
2421.900126311,recovery_exit,ClearGlobalCostmap-Context,0.419691
2421.916792979,recovery_enter,ClearLocalCostmap-Context,0.419691
2421.916792979,recovery_exit,ClearLocalCostmap-Context,0.419691
2421.950126314,recovery_enter,BackUp,0.419691
2432.000126838,recovery_exit,BackUp,0.385627
2432.000126838,recovery_enter,ClearLocalCostmap-Subtree,0.385627
2432.000126838,recovery_exit,ClearLocalCostmap-Subtree,0.385627
2432.000126838,recovery_enter,ClearGlobalCostmap-Subtree,0.385627
2432.000126838,recovery_exit,ClearGlobalCostmap-Subtree,0.385627
2432.000126838,recovery,exit,0.385627
2449.083461062,waypoint,6,0.319362
2449.083461062,dock,patrol_done,0.319362
2449.316794408,tag,6,0.318330
2479.350129308,waypoint,0,0.194813
2479.350129308,run_ended,13,0.194813
