sim_time,event,value,soc
965.700050365,run_started,6,0.999669
995.683385262,waypoint,1,0.880609
995.733385264,tag,1,0.880275
1019.666719846,waypoint,2,0.783714
1019.783386519,tag,2,0.783384
1043.133387736,waypoint,3,0.687656
1043.183387739,tag,3,0.687656
1053.950054967,recovery,enter,0.640497
1053.950054967,recovery_enter,ClearGlobalCostmap-Context,0.640497
1053.950054967,recovery_exit,ClearGlobalCostmap-Context,0.640497
1053.983388302,recovery_enter,ClearLocalCostmap-Context,0.640497
1053.983388302,recovery_exit,ClearLocalCostmap-Context,0.640497
1054.033388305,recovery_enter,ClearLocalCostmap-Subtree,0.640037
1054.033388305,recovery_exit,ClearLocalCostmap-Subtree,0.640037
1054.033388305,recovery_enter,ClearGlobalCostmap-Subtree,0.640037
1054.033388305,recovery_exit,ClearGlobalCostmap-Subtree,0.640037
1054.033388305,recovery,exit,0.640037
1070.300055820,waypoint,4,0.576421
1070.550055833,tag,4,0.575727
1098.533390626,waypoint,5,0.459937
1098.600057296,tag,5,0.459937
1124.983392005,waypoint,6,0.351407
1124.983392005,dock,patrol_done,0.351407
1125.250058686,tag,6,0.350373
1155.200060248,waypoint,0,0.226909
1155.200060248,run_ended,6,0.226909
