sim_time,event,value,soc
8502.300443429,run_started,46,0.999670
8530.717111578,waypoint,1,0.885747
8530.867111586,tag,1,0.885417
8553.950446123,waypoint,2,0.791344
8554.083779463,tag,2,0.791010
8577.167114000,waypoint,3,0.696355
8577.267114005,tag,3,0.696020
8603.017115348,waypoint,4,0.589478
8603.117115354,tag,4,0.589145
8630.950450139,waypoint,5,0.474298
8631.317116824,tag,5,0.472778
8657.733784869,waypoint,6,0.363987
8657.733784869,dock,patrol_done,0.363987
8657.900451544,tag,6,0.363302
8687.717119766,waypoint,0,0.240388
8687.717119766,run_ended,46,0.240388
